VARIABLES = X, Y, Z, Intensity
ZONE
 I=100, J=100, K=1, ZONETYPE=ordered
 DATAPACKING=POINT
     0      0      0   1.000000
     1      0      0   1.000000
     2      0      0   1.000000
     3      0      0   1.000000
     4      0      0   1.000000
     5      0      0   1.000000
     6      0      0   1.000000
     7      0      0   1.000000
     8      0      0   1.000000
     9      0      0   0.999999
    10      0      0   0.999998
    11      0      0   0.999995
    12      0      0   0.999989
    13      0      0   0.999980
    14      0      0   0.999966
    15      0      0   0.999952
    16      0      0   0.999940
    17      0      0   0.999931
    18      0      0   0.999927
    19      0      0   0.999925
    20      0      0   0.999925
    21      0      0   0.999925
    22      0      0   0.999927
    23      0      0   0.999932
    24      0      0   0.999940
    25      0      0   0.999953
    26      0      0   0.999968
    27      0      0   0.999981
    28      0      0   0.999991
    29      0      0   0.999996
    30      0      0   0.999999
    31      0      0   1.000000
    32      0      0   1.000000
    33      0      0   1.000000
    34      0      0   1.000000
    35      0      0   1.000000
    36      0      0   1.000000
    37      0      0   1.000000
    38      0      0   1.000000
    39      0      0   1.000000
    40      0      0   1.000000
    41      0      0   1.000000
    42      0      0   1.000000
    43      0      0   1.000000
    44      0      0   1.000000
    45      0      0   1.000000
    46      0      0   1.000000
    47      0      0   1.000000
    48      0      0   1.000000
    49      0      0   1.000000
    50      0      0   1.000000
    51      0      0   1.000000
    52      0      0   0.999999
    53      0      0   0.999998
    54      0      0   0.999995
    55      0      0   0.999989
    56      0      0   0.999980
    57      0      0   0.999966
    58      0      0   0.999952
    59      0      0   0.999940
    60      0      0   0.999931
    61      0      0   0.999927
    62      0      0   0.999925
    63      0      0   0.999925
    64      0      0   0.999925
    65      0      0   0.999927
    66      0      0   0.999932
    67      0      0   0.999940
    68      0      0   0.999953
    69      0      0   0.999968
    70      0      0   0.999981
    71      0      0   0.999991
    72      0      0   0.999996
    73      0      0   0.999999
    74      0      0   1.000000
    75      0      0   1.000000
    76      0      0   1.000000
    77      0      0   1.000000
    78      0      0   1.000000
    79      0      0   1.000000
    80      0      0   1.000000
    81      0      0   1.000000
    82      0      0   1.000000
    83      0      0   1.000000
    84      0      0   1.000000
    85      0      0   1.000000
    86      0      0   1.000000
    87      0      0   1.000000
    88      0      0   1.000000
    89      0      0   1.000000
    90      0      0   1.000000
    91      0      0   1.000000
    92      0      0   1.000000
    93      0      0   1.000000
    94      0      0   1.000000
    95      0      0   1.000000
    96      0      0   1.000000
    97      0      0   1.000000
    98      0      0   1.000000
    99      0      0   1.000000
     0      1      0   1.000000
     1      1      0   1.000000
     2      1      0   1.000000
     3      1      0   1.000000
     4      1      0   1.000000
     5      1      0   1.000000
     6      1      0   1.000000
     7      1      0   1.000000
     8      1      0   0.999999
     9      1      0   0.999995
    10      1      0   0.999986
    11      1      0   0.999965
    12      1      0   0.999923
    13      1      0   0.999855
    14      1      0   0.999766
    15      1      0   0.999670
    16      1      0   0.999588
    17      1      0   0.999534
    18      1      0   0.999505
    19      1      0   0.999493
    20      1      0   0.999490
    21      1      0   0.999493
    22      1      0   0.999506
    23      1      0   0.999536
    24      1      0   0.999593
